idmarca;Marca;idmodelo;Modelo;idversion;Version;idpais
5;Audi;235;A3;1438;1.8 TFSI S tronic 160 CV;27
5;Audi;235;A3;1439;1.8 TFSI S tronic 160 CV Alcantara;27
5;Audi;235;A3;1440;1.8 TFSI S tronic 160 CV Alcantara+Premium;27
5;Audi;235;A3;1441;1.8 TFSI S tronic 160 CV Cuero;27
5;Audi;235;A3;1442;1.8 TFSI S tronic 160 CV Cuero+Premium;27
5;Audi;235;A3;1443;1.8 TFSI S tronic 160 CV Plus;27
5;Audi;235;A3;1444;1.8 TFSI S tronic 160 CV Plus  Alcantara+Premium;27
5;Audi;235;A3;1445;1.8 TFSI S tronic 160 CV Plus Alcantara;27
5;Audi;235;A3;1446;1.8 TFSI S tronic 160 CV Plus Cuero;27
5;Audi;235;A3;1447;1.8 TFSI S tronic 160 CV Plus Cuero+Premium;27
5;Audi;235;A3;1448;1.8 TFSI S tronic 160 CV Plus Premium;27
5;Audi;235;A3;1449;1.8 TFSI S tronic 160 CV Premium;27
5;Audi;235;A3;1450;1.9 3P TDi;27
5;Audi;235;A3;1451;1.9 3P TDi Aut.;27
5;Audi;235;A3;1452;1.9 5P TDi;27
5;Audi;235;A3;1453;1.9 5P TDi Aut.;27
5;Audi;235;A3;1454;1.9 Sportback TDI 105 CV;27
5;Audi;235;A3;1455;1.9 Sportback TDI 105 CV Alcantara;27
5;Audi;235;A3;1456;1.9 Sportback TDI 105 CV Alcantara+Premium;27
5;Audi;235;A3;1457;1.9 Sportback TDI 105 CV Cuero;27
5;Audi;235;A3;1458;1.9 Sportback TDI 105 CV Cuero+Premuim;27
5;Audi;235;A3;1459;1.9 Sportback TDI 105 CV Plus;27
5;Audi;235;A3;1460;1.9 Sportback TDI 105 CV Plus Alcantara;27
5;Audi;235;A3;1461;1.9 Sportback TDI 105 CV Plus Alcantara+Premium;27
5;Audi;235;A3;1462;1.9 Sportback TDI 105 CV Plus Cuero;27
5;Audi;235;A3;1463;1.9 Sportback TDI 105 CV Plus Cuero+Premuim;27
5;Audi;235;A3;1464;1.9 Sportback TDI 105 CV Plus Premium;27
5;Audi;235;A3;1465;1.9 Sportback TDI 105 CV Premium;27
5;Audi;235;A3;1466;1.9 TDI 105 CV;27
5;Audi;235;A3;1467;1.9 TDI 105 CV Alcantara+Premium;27
5;Audi;235;A3;1468;1.9 TDI 105 CV Cuero;27
5;Audi;235;A3;1469;1.9 TDI 105 CV Cuero+Premuim;27
5;Audi;235;A3;1470;1.9 TDI 105 CV Paquete Alcantara;27
5;Audi;235;A3;1471;1.9 TDI 105 CV Plus;27
5;Audi;235;A3;1472;1.9 TDI 105 CV Plus Alcantara;27
5;Audi;235;A3;1473;1.9 TDI 105 CV Plus Alcantara+Premium;27
5;Audi;235;A3;1474;1.9 TDI 105 CV Plus Cuero+Premuim;27
5;Audi;235;A3;1475;1.9 TDI 105 CV Plus Premium;27
5;Audi;235;A3;1476;1.9 TDI 105 CV Premium;27
5;Audi;235;A3;1477;2.0 3P FSI;27
5;Audi;235;A3;1478;2.0 3P FSI Tiptronic;27
5;Audi;235;A3;1479;2.0 3P TDi;27
5;Audi;235;A3;1480;2.0 Sportback TFSI 200 CV;27
5;Audi;235;A3;1481;2.0 Sportback TFSI 200 CV Alcantara;27
5;Audi;235;A3;1482;2.0 Sportback TFSI 200 CV Alcantara+Premium;27
5;Audi;235;A3;1483;2.0 Sportback TFSI 200 CV Cuero;27
5;Audi;235;A3;1484;2.0 Sportback TFSI 200 CV Cuero+Premium;27
5;Audi;235;A3;1485;2.0 Sportback TFSI 200 CV Premium;27
5;Audi;235;A3;1486;2.0 Sportback TFSI S tronic 200CV;27
5;Audi;235;A3;1487;2.0 Sportback TFSI S tronic 200CV Alcantara;27
5;Audi;235;A3;1488;2.0 Sportback TFSI S tronic 200CV Alcantara+Premiu;27
5;Audi;235;A3;1489;2.0 Sportback TFSI S tronic 200CV Cuero;27
5;Audi;235;A3;1490;2.0 Sportback TFSI S tronic 200CV Cuero+Premium;27
5;Audi;235;A3;1491;2.0 Sportback TFSI S tronic 200CV Premium;27
5;Audi;235;A3;1492;2.0 TFSI 200 CV;27
5;Audi;235;A3;1493;2.0 TFSI 200 CV Alcantara;27
5;Audi;235;A3;1494;2.0 TFSI 200 CV Alcantara+Premium;27
5;Audi;235;A3;1495;2.0 TFSI 200 CV Cuero;27
5;Audi;235;A3;1496;2.0 TFSI 200 CV Cuero+Premium;27
5;Audi;235;A3;1497;2.0 TFSI 200 CV Premium;27
5;Audi;235;A3;1498;2.0 TFSI S tronic 200CV;27
5;Audi;235;A3;1499;2.0 TFSI S tronic 200CV Alcantara;27
5;Audi;235;A3;1500;2.0 TFSI S tronic 200CV Alcantara+Premium;27
5;Audi;235;A3;1501;2.0 TFSI S tronic 200CV Cuero;27
5;Audi;235;A3;1502;2.0 TFSI S tronic 200CV Cuero+Premium;27
5;Audi;235;A3;1503;2.0 TFSI S tronic 200CV Premium;27
5;Audi;235;A3;1504;2.0T 3P FSI DSG S-Line;27
5;Audi;235;A3;1505;3.2 3P V6 Quattro;27
5;Audi;235;A3;1506;3.2 3P V6 Quattro DSG;27
5;Audi;235;A3;1507;Otra Versión;27
5;Audi;235;A3;1508;Sportback 1.6;27
5;Audi;235;A3;1509;Sportback 1.6 Tiptronic;27
5;Audi;235;A3;1510;Sportback 2.0 FSI;27
5;Audi;235;A3;1511;Sportback 2.0 FSI Tiptronic;27
5;Audi;235;A3;1512;Sportback 2.0 TDi;27
5;Audi;235;A3;1513;Sportback 2.0 TDi DSG;27
5;Audi;235;A3;1514;Sportback 2.0T FSI DSG S-Line;27
5;Audi;235;A3;1515;Sportback 3.2 V6 Quattro;27
5;Audi;235;A3;1516;Sportback 3.2 V6 Quattro DSG;27
5;Audi;236;A4;1517;1.8;27
5;Audi;236;A4;1518;1.8 Aut.;27
5;Audi;236;A4;1519;1.8 T;27
5;Audi;236;A4;1520;1.8 T Multitronic;27
5;Audi;236;A4;1521;1.8 T Quattro;27
5;Audi;236;A4;1522;1.8 T S-Line;27
5;Audi;236;A4;1523;1.8 T Tiptronic;27
5;Audi;236;A4;1524;1.8 TFSI 160 CV;27
5;Audi;236;A4;1525;1.8 TFSI 160 CV Plus;27
5;Audi;236;A4;1526;1.8 TFSI 160 CV Sport Alcantara;27
5;Audi;236;A4;1527;1.8 TFSI 160 CV sport Alcantara Plus;27
5;Audi;236;A4;1528;1.8 TFSI 160 CV Sport Cuero;27
5;Audi;236;A4;1529;1.8 TFSI 160 CV Sport Cuero Plus;27
5;Audi;236;A4;1530;1.8 TFSI Multitronic 160 CV;27
5;Audi;236;A4;1531;1.8 TFSI Multitronic 160 CV Plus;27
5;Audi;236;A4;1532;1.8 TFSI Multitronic 160 CV Sport Alcantara;27
5;Audi;236;A4;1533;1.8 TFSI Multitronic 160 CV Sport Alcantara Plus;27
5;Audi;236;A4;1534;1.8 TFSI Multitronic 160 CV Sport Cuero;27
5;Audi;236;A4;1535;1.8 TFSI Multitronic 160 CV Sport Cuero Plus;27
5;Audi;236;A4;1536;1.9 TDi;27
5;Audi;236;A4;1537;1.9 TDi Multitronic;27
5;Audi;236;A4;1538;1.9 TDi Quattro;27
5;Audi;236;A4;1539;1.9 TDi Tiptronic;27
5;Audi;236;A4;1540;2.0 TDi;27
5;Audi;236;A4;1541;2.0 TDI 143 CV;27
5;Audi;236;A4;1542;2.0 TDI 143 CV Plus;27
5;Audi;236;A4;1543;2.0 TDI 143 CV Sport Alcantara;27
5;Audi;236;A4;1544;2.0 TDI 143 CV Sport Alcantara Plus;27
5;Audi;236;A4;1545;2.0 TDI 143 CV Sport Cuero;27
5;Audi;236;A4;1546;2.0 TDI 143 CV Sport Cuero Plus;27
5;Audi;236;A4;1547;2.0 TDi Multitronic;27
5;Audi;236;A4;1548;2.0 TDI Multitronic 143 CV;27
5;Audi;236;A4;1549;2.0 TDI Multitronic 143 CV Plus;27
5;Audi;236;A4;1550;2.0 TDI Multitronic 143 CV Sport Alcantara;27
5;Audi;236;A4;1551;2.0 TDI Multitronic 143 CV Sport Alcantara Plus;27
5;Audi;236;A4;1552;2.0 TDI Multitronic 143 CV Sport Cuero;27
5;Audi;236;A4;1553;2.0 TDI Multitronic 143 CV Sport Cuero Plus;27
5;Audi;236;A4;1554;2.0 TFSI Quattro 211 CV;27
5;Audi;236;A4;1555;2.0 TFSI Quattro 211 CV Plus;27
5;Audi;236;A4;1556;2.0 TFSI Quattro 211 CV Sport Alcantara;27
5;Audi;236;A4;1557;2.0 TFSI Quattro 211 CV Sport Alcantara Plus;27
5;Audi;236;A4;1558;2.0 TFSI Quattro 211 CV Sport Cuero;27
5;Audi;236;A4;1559;2.0 TFSI Quattro 211 CV Sport Cuero Plus;27
5;Audi;236;A4;1560;2.0 TFSI Stronic Quattro 211 CV;27
5;Audi;236;A4;1561;2.0 TFSI Stronic Quattro 211 CV Plus;27
5;Audi;236;A4;1562;2.0 TFSI Stronic Quattro 211 CV Sport Alcantara;27
5;Audi;236;A4;1563;2.0 TFSI Stronic Quattro 211 CV Sport Alcantara PL;27
5;Audi;236;A4;1564;2.0 TFSI Stronic Quattro 211 CV Sport Cuero;27
5;Audi;236;A4;1565;2.0 TFSI Stronic Quattro 211 CV Sport Cuero Plus;27
5;Audi;236;A4;1566;2.4;27
5;Audi;236;A4;1567;2.4 Quattro;27
5;Audi;236;A4;1568;2.4 Tiptronic;27
5;Audi;236;A4;1569;2.5 TDi Multitronic;27
5;Audi;236;A4;1570;2.5 TDi Quattro;27
5;Audi;236;A4;1571;2.8;27
5;Audi;236;A4;1572;2.8 Quattro;27
5;Audi;236;A4;1573;2.8 Tiptronic;27
5;Audi;236;A4;1574;2.8 Tiptronic Quattro;27
5;Audi;236;A4;1575;3.0 Cabriolet (218 Cv);27
5;Audi;236;A4;1576;3.0 Multitronic;27
5;Audi;236;A4;1577;3.0 Quattro;27
5;Audi;236;A4;1578;3.0 TDi Quattro;27
5;Audi;236;A4;1579;3.0 TDI Quattro 240 CV;27
5;Audi;236;A4;1580;3.0 TDi Tiptronic Quattro;27
5;Audi;236;A4;1581;3.0 TDI Tiptronic Quattro 240 CV;27
5;Audi;236;A4;1582;3.0 Tiptronic Quattro;27
5;Audi;236;A4;1583;3.2 Quattro 265 CV;27
5;Audi;236;A4;1584;3.2 Tiptronic Quattro 265 CV;27
5;Audi;236;A4;1585;Avant 1.8 T;27
5;Audi;236;A4;1586;Avant 1.8 T Quattro;27
5;Audi;236;A4;1587;Avant 1.8 T Quattro Tiptronic;27
5;Audi;236;A4;1588;Avant 1.8 T Tiptronic;27
5;Audi;236;A4;1589;Avant 1.8 TFSI 160 CV;27
5;Audi;236;A4;1590;Avant 1.8 TFSI 160 CV Plus;27
5;Audi;236;A4;1591;Avant 1.8 TFSI 160 CV Sport Alcantara;27
5;Audi;236;A4;1592;Avant 1.8 TFSI 160 CV Sport Alcantara Plus;27
5;Audi;236;A4;1593;Avant 1.8 TFSI 160 CV Sport Cuero;27
5;Audi;236;A4;1594;Avant 1.8 TFSI 160 CV Sport Cuero Plus;27
5;Audi;236;A4;1595;Avant 1.8 TFSI Multitronic 160 CV;27
5;Audi;236;A4;1596;Avant 1.8 TFSI Multitronic 160 CV Plus;27
5;Audi;236;A4;1597;Avant 1.8 TFSI Multitronic 160 CV Sport Alcantara;27
5;Audi;236;A4;1598;Avant 1.8 TFSI Multitronic 160 CV Sport Cuero;27
5;Audi;236;A4;1599;Avant 1.8 TFSI Multitronic 160 CV Sport Cuero Plus;27
5;Audi;236;A4;1600;Avant 1.9 TDi;27
5;Audi;236;A4;1601;Avant 1.9 TDi Aut.;27
5;Audi;236;A4;1602;Avant 1.9 TDi Quattro;27
5;Audi;236;A4;1603;Avant 1.9 TDi Tiptronic;27
5;Audi;236;A4;1604;Avant 2.0 TDi;27
5;Audi;236;A4;1605;Avant 2.0 TDI 143 CV;27
5;Audi;236;A4;1606;Avant 2.0 TDI 143 CV Plus;27
5;Audi;236;A4;1607;Avant 2.0 TDI 143 CV Sport Alcantara;27
5;Audi;236;A4;1608;Avant 2.0 TDI 143 CV Sport Alcantara Plus;27
5;Audi;236;A4;1609;Avant 2.0 TDI 143 CV Sport Cuero;27
5;Audi;236;A4;1610;Avant 2.0 TDI 143 CV Sport Cuero Plus;27
5;Audi;236;A4;1611;Avant 2.0 TDi Multitronic;27
5;Audi;236;A4;1612;Avant 2.0 TDI Multitronic 143 CV;27
5;Audi;236;A4;1613;Avant 2.0 TDI Multitronic 143 CV Plus;27
5;Audi;236;A4;1614;Avant 2.0 TDI Multitronic 143 CV Sport Alcantara;27
5;Audi;236;A4;1615;Avant 2.0 TDI Multitronic 143 CV Sport Cuero;27
5;Audi;236;A4;1616;Avant 2.0 TDI Multitronic 143 CV Sport Cuero Plus;27
5;Audi;236;A4;1617;Avant 2.4;27
5;Audi;236;A4;1618;Avant 2.4 Quattro;27
5;Audi;236;A4;1619;Avant 2.4 Tiptronic;27
5;Audi;236;A4;1620;Avant 2.5 TDi Multitronic;27
5;Audi;236;A4;1621;Avant 2.8;27
5;Audi;236;A4;1622;Avant 2.8 Quattro;27
5;Audi;236;A4;1623;Avant 2.8 Quattro Tiptronic;27
5;Audi;236;A4;1624;Avant 2.8 Tiptronic Quattro;27
5;Audi;236;A4;1625;Avant 3.0 TDi Tiptronic Quattro;27
5;Audi;236;A4;1626;Avant 3.2 Tiptronic Quattro 265 CV;27
5;Audi;236;A4;1627;V6 Cuero;27
5;Audi;236;A4;1628;V6 Quattro;27
5;Audi;238;A5;1629;3.2 Quattro 265 CV;27
5;Audi;238;A5;1630;3.2 Tiptronic Quattro 265 CV;27
5;Audi;238;A5;1631;Otra Versión;27
5;Audi;246;Cabrio;2083;2.8;27
5;Audi;246;Cabrio;2084;2.8 Aut;27
5;Audi;246;Cabrio;2085;Otra Versión;27
5;Audi;233;80;1177;Avant 2.0;27
5;Audi;233;80;1178;Otra Versión;27
5;Audi;248;Otro Modelo;187;Otra Versión;27
5;Audi;250;Q7;254;Otra Versión;27
5;Audi;255;S3;269;Otra Versión;27
5;Audi;236;A4;19;Otra Versión;27
5;Audi;239;A6;20;Otra Versión;27
5;Audi;244;Allroad;26;Otra Versión;27
5;Audi;262;TT;308;Otra Versión;27
5;Audi;231;100;333;Otra Versión;27
5;Audi;231;100;334;Tdi Avant;27
5;Audi;231;100;335;V6 Cuero;27
5;Audi;231;100;336;V6 Cuero Aut.;27
5;Audi;252;RS4;5490;Otra Versión;27
5;Audi;252;RS4;5491;V8 4.2 FSI;27
5;Audi;254;RS6;5492;5.0 TFSI Tiptronic Quattro 580 CV;27
5;Audi;254;RS6;5493;Otra Versión;27
5;Audi;251;R8;5368;4.2L Fsi Quattro;27
5;Audi;251;R8;5369;5.2 V10 FSI;27
5;Audi;251;R8;5370;Otra Versión;27
5;Audi;251;R8;5371;Quattro 420 CV;27
5;Audi;251;R8;5372;R tronic Quattro 420 CV;27
5;Audi;255;S3;5536;2.0 Sportback TFSI Quattro 265 CV;27
5;Audi;255;S3;5537;2.0 Sportback TFSI S tronic Quattro 265 CV;27
5;Audi;255;S3;5538;2.0 TFSI Quattro 265 CV;27
5;Audi;255;S3;5539;2.0 TFSI S tronic Quattro 265 CV;27
5;Audi;256;S4;5540;Otra Versión;27
5;Audi;257;S5;5563;4.2 Quattro 354 CV;27
5;Audi;257;S5;5564;4.2 Tiptronic Quattro 354;27
5;Audi;257;S5;5565;Otra Versión;27
5;Audi;261;Serie S;5926;Otra Versión;27
5;Audi;261;Serie S;5927;RS4;27
5;Audi;261;Serie S;5928;RS6 4.2 Tiptronic Quattro;27
5;Audi;261;Serie S;5929;RS6 Avant 4.2 Tiptronic Quattro;27
5;Audi;261;Serie S;5930;S3 1.8 T;27
5;Audi;261;Serie S;5931;S4 2.7 Biturbo;27
5;Audi;261;Serie S;5932;S4 2.7 Biturbo Avant;27
5;Audi;261;Serie S;5933;S4 4.2;27
5;Audi;262;TT;6455;2.0L Tfsi;27
5;Audi;262;TT;6456;Coupé 1.8 T (180Cv);27
5;Audi;262;TT;6457;Coupé 1.8T (225Cv) Quattro;27
5;Audi;262;TT;6458;Coupé 2.0 TFSI 200CV;27
5;Audi;262;TT;6459;Coupé 2.0 TFSI S tronic 200 CV;27
5;Audi;262;TT;6460;Coupé 2.5;27
5;Audi;262;TT;6461;Coupé 3.2 Quattro 250 CV;27
5;Audi;262;TT;6462;Coupé 3.2 S tronic Quattro 250 CV;27
5;Audi;262;TT;6463;Coupé 3.2I (250Cv) DSG Quattro;27
5;Audi;262;TT;6464;Premium;27
5;Audi;262;TT;6465;Roadster 1.8T (225Cv) Quattro;27
5;Audi;262;TT;6466;Roadster 2.0 TFSI 200 CV;27
5;Audi;262;TT;6467;Roadster 2.0 TFSI S tronic 200 CV;27
5;Audi;262;TT;6468;Roadster 3.2 Quattro 250 CV;27
5;Audi;262;TT;6469;Roadster 3.2 S tronic Quattro 250 CV;27
5;Audi;262;TT;6470;Roadster 3.2I (250Cv) DSG Quattro;27
5;Audi;262;TT;6471;Sport;27
5;Audi;253;RS5;7328;Otra Versión;27
5;Audi;258;S6;7334;Otra Versión;27
5;Audi;259;S8;7335;Otra Versión;27
5;Audi;241;A7;6962;Otra Versión;27
5;Audi;245;Allroad Quattro;6970;Otra Versión;27
5;Audi;243;A90;8606;Otra Versión;27
5;Audi;249;Q5;8308;2.0 Quattro TFSI S-tronic Attraction;27
5;Audi;232;200;8873;Otra Versión;27
5;Audi;244;Allroad;9332;1.8 Turbo Coupe;27
5;Audi;244;Allroad;9333;2.7 Biturbo Quattro;27
5;Audi;234;A1;9185;1.6;27
5;Audi;234;A1;9186;Cool;27
5;Audi;234;A1;9187;Cool S Tronic;27
5;Audi;234;A1;9188;Ego;27
5;Audi;234;A1;9189;Ego S Tronic;27
5;Audi;234;A1;9190;Envy;27
5;Audi;234;A1;9191;Envy S Tronic;27
5;Audi;234;A1;9192;Sport One;27
5;Audi;234;A1;9193;Sport S Tronic;27
5;Audi;238;A5;9229;2.0 T Multitronic;27
5;Audi;238;A5;9230;3.2 FSI Multitronic;27
5;Audi;238;A5;9231;Cabriolet 2.0 TFSI Multitronic;27
5;Audi;238;A5;9232;Sportback 2.0 TFSI S-tronic;27
5;Audi;239;A6;9233;1.8 Turbo Mec;27
5;Audi;239;A6;9234;1.8 Turbo Tiptronic;27
5;Audi;239;A6;9235;2.4 Multitronic Confort;27
5;Audi;239;A6;9236;2.4 Multitronic Luxury;27
5;Audi;239;A6;9237;2.7 Biturbo Quattro;27
5;Audi;239;A6;9238;2.8 Avant Aut SW;27
5;Audi;239;A6;9239;2.8 Avant Mec SW;27
5;Audi;239;A6;9240;2.8 Multitronic;27
5;Audi;239;A6;9241;2.8 Triptonic;27
5;Audi;239;A6;9242;3.0 Multitronic;27
5;Audi;239;A6;9243;3.2 Multitronic;27
5;Audi;239;A6;9244;3.2 Multitronic Luxury;27
5;Audi;239;A6;9245;3.2 Quattro Allroad Aut;27
5;Audi;239;A6;9246;3.2 Tiptronic Quattro;27
5;Audi;242;A8;9247;2.8;27
5;Audi;242;A8;9248;3.2;27
5;Audi;242;A8;9249;6.0 W12 Quattro Tiptronic;27
5;Audi;235;A3;9195;1.6 2P;27
5;Audi;235;A3;9196;1.6 4P;27
5;Audi;235;A3;9197;1.6 Triptonic;27
5;Audi;235;A3;9198;1.8 Luxury;27
5;Audi;235;A3;9199;2.0 FSI;27
5;Audi;235;A3;9200;2.0 FSI Triptonic;27
5;Audi;235;A3;9201;2.0 Multitronic;27
5;Audi;235;A3;9202;2.0 TFSI;27
5;Audi;235;A3;9203;2.0 TFSI S-tronic;27
5;Audi;235;A3;9204;3.2 Quattro DSG S-tronic Coupe;27
5;Audi;235;A3;9205;Sportback 2.0 4P Triptonic;27
5;Audi;235;A3;9206;Sportback 2.0 TFSI S-tronic;27
5;Audi;235;A3;9207;Sportback 3.2 Quattro S-tronic;27
5;Audi;236;A4;9208;1.8 Aut;27
5;Audi;236;A4;9209;1.8 Luxury Turbo Multitronic;27
5;Audi;236;A4;9210;1.8 TFSI Multitronic;27
5;Audi;236;A4;9211;1.8 Turbo Aut;27
5;Audi;236;A4;9212;1.8 Turbo Mec;27
5;Audi;236;A4;9213;2.0 Mec;27
5;Audi;236;A4;9214;2.0 Multitronic;27
5;Audi;236;A4;9215;2.8 Multitronic;27
5;Audi;236;A4;9216;4.2 Tiptronic;27
5;Audi;236;A4;9217;B7 1.8 Avant Multitronic Luxury;27
5;Audi;236;A4;9218;B7 1.8 TFSI Multitronic;27
5;Audi;236;A4;9219;B7 1.8 Turbo Multitronic Luxury;27
5;Audi;236;A4;9220;B7 2.0 Tfsi;27
5;Audi;236;A4;9221;B7 2.0 TFSI Avant Mutitronic Luxury;27
5;Audi;236;A4;9222;B7 2.0 TFSI Avant Triptonic Quattro Luxury;27
5;Audi;236;A4;9223;B7 2.0 TFSI Multitronic;27
5;Audi;236;A4;9224;B7 2.0 TFSI Triptronic Quattro;27
5;Audi;236;A4;9225;B7 3.0 Multitronic Luxury;27
5;Audi;236;A4;9226;B7 3.2 Multritronic Luxury;27
5;Audi;236;A4;9227;B7 3.2 Triptonic Quattro Luxury;27
5;Audi;7420;S7 Sportback;19189;Otra Versión;27
5;Audi;7421;TT RS Coupe;19190;Otra Versión;27
5;Audi;7422;S7;19191;Otra Versión;27
5;Audi;7423;RS7;19192;Otra Versión;27
5;Audi;7424;TT Roadster;19193;Otra Versión;27
5;Audi;7425;A3 Sportback;19194;Otra Versión;27
5;Audi;7426;A5 Sportback;19195;Otra Versión;27
5;Audi;7427;R8 Spyder;19196;Otra Versión;27
5;Audi;7428;TT Coupe;19197;Otra Versión;27
5;Audi;249;Q5;19240;2.0 TDI 177 Quattro S Tro;27
5;Audi;249;Q5;19241;2.0 TFSI 225 Quattro Tip;27
5;Audi;249;Q5;19242;2.0 TFSI 180 Quattro ;27
5;Audi;239;A6;19243;3.0 TFSI Stronic Quattro;27
5;Audi;255;S3;19244;2.0 TFSI Quattro;27
5;Audi;235;A3;19245;1.8 T FSI STronic;27
5;Audi;251;R8;19246;5.2 FSI Quattro ;27
5;Audi;238;A5;19247;3.0 Quattro FSI S-Tronic;27
5;Audi;238;A5;19248;2.0 T FSI Quattro S-Tronic;27
5;Audi;236;A4;19249;3.2 T FSI Triptronic Quattro;27
5;Audi;256;S4;19250;3.0 Turbo S-tronic Quattro;27
5;Audi;239;A6;19251;2.0 Turbo FSI Multitronic;27
5;Audi;249;Q5;19252;2.0T FSI S-Tronic quattro;27
5;Audi;250;Q7;19253;3.0 T FSI Tiptronic Quattro;27
5;Audi;7156;TTS;19254;2.0T FSI S-Tronic quattro;27
5;Audi;7190;A1 Sportback;18582;Otra Versión;27
5;Audi;7190;A1 Sportback;18583;1.4 TFSI Cool;27
5;Audi;7190;A1 Sportback;18584;1.4 TFSI Cool AT 2014;27
5;Audi;7190;A1 Sportback;18585;1.4 TFSI Cool MT 2014;27
5;Audi;7190;A1 Sportback;18586;1.4 TFSI Cool STron;27
5;Audi;7190;A1 Sportback;18587;1.4 TFSI Ego;27
5;Audi;7190;A1 Sportback;18588;1.4 TFSI Ego AT 2014;27
5;Audi;7190;A1 Sportback;18589;1.4 TFSI Ego MT 2014;27
5;Audi;7190;A1 Sportback;18590;1.4 TFSI Ego STron;27
5;Audi;7190;A1 Sportback;18591;1.4 TFSI Envy cp 2014;27
5;Audi;7190;A1 Sportback;18592;1.4 TFSI Envy STron;27
5;Audi;7190;A1 Sportback;18593;1.4 TFSI S-Line 2014;27
5;Audi;7190;A1 Sportback;18594;1.4 TFSI S-Line STron;27
5;Audi;7190;A1 Sportback;18595;1.4 TFSI S-LinePlus s/B STron;27
5;Audi;7190;A1 Sportback;18596;1.4 TFSI S-LinePlus STron;27
5;Audi;7190;A1 Sportback;18597;1.4 TFSI Sport AT 2014;27
5;Audi;7191;A5 Convertible;18598;Otra Versión;27
5;Audi;7191;A5 Convertible;18599;1.8TFSI Multitronic;27
5;Audi;7191;A5 Convertible;18600;2.0TFSI Multitronic;27
5;Audi;7192;A5 Coupe;18601;Otra Versión;27
5;Audi;7192;A5 Coupe;18602;2.0 TFSI 225hp Lux 2014;27
5;Audi;7192;A5 Coupe;18603;2.0 TFSI 225hp S Line 2014;27
5;Audi;7192;A5 Coupe;18604;2.0 TFSI 225hp Tre Pl 2014;27
5;Audi;7192;A5 Coupe;18605;2.0TFSI Luxury Multi;27
5;Audi;7192;A5 Coupe;18606;2.0TFSI SLine Stron q;27
5;Audi;7192;A5 Coupe;18607;3.0 TFSI 272hp Elite 2014;27
5;Audi;7192;A5 Coupe;18608;3.0 TFSI 272hp S Line 2014;27
5;Audi;7192;A5 Coupe;18609;3.0TFSI Elite Stron q;27
5;Audi;7192;A5 Coupe;18610;3.0TFSI SLine Stron q;27
5;Audi;7193;Q3;18611;Otra Versión;27
5;Audi;7193;Q3;18612;2.0 TDI q Luxury 177CV;27
5;Audi;7193;Q3;18613;2.0 TDI q Trendy 177CV;27
5;Audi;7193;Q3;18614;2.0T q Elite 211CV;27
5;Audi;7193;Q3;18615;2.0T q Luxury 170CV;27
5;Audi;7193;Q3;18616;2.0T q Luxury 211CV;27
5;Audi;7193;Q3;18617;2.0T q S Line 170CV;27
5;Audi;7193;Q3;18618;2.0T q SLine Plus 211CV;27
5;Audi;7193;Q3;18619;2.0T q Trendy 170CV;27
5;Audi;7194;R8 Convertible;18620;Otra Versión;27
5;Audi;7194;R8 Convertible;18621;5.2 V10 FSI Stro 2014;27
5;Audi;7195;R8 Coupe;18622;Otra Versión;27
5;Audi;7195;R8 Coupe;18623;4.2 V8 FSI MT6 2014;27
5;Audi;7195;R8 Coupe;18624;4.2 V8 FSI Stro 2014;27
5;Audi;7195;R8 Coupe;18625;5.2 V10 FSI MT6 2014;27
5;Audi;7195;R8 Coupe;18626;5.2 V10 FSI Stro 2014;27
5;Audi;7195;R8 Coupe;18627;5.2 V10 Plus FSI MT6 2014;27
5;Audi;7195;R8 Coupe;18628;5.2 V10 Plus FSI Stro 2014;27
5;Audi;253;RS5;18629;4.2 S Tronic Quattro;27
5;Audi;7196;S5 Sportback;18630;Otra Versión;27
5;Audi;7196;S5 Sportback;18631;3.0T 333HP STro;27
5;Audi;7196;S5 Sportback;18632;4.2FSI Quattro MT;27
5;Audi;7156;TTS;18633;2.0TFSI Coupe S Tronic Quattro;27
5;Audi;7156;TTS;18634;2.0TFSI Stron Quat;27
5;Audi;234;A1;17997;1.4;27
5;Audi;234;A1;17998;1.2 TFSI;27
5;Audi;234;A1;17999;1.4 TFSI;27
5;Audi;256;S4;18000;3.0T V6;27
5;Audi;234;A1;17791;S Front S Tronic;27
5;Audi;250;Q7;17792;3.0 TDI;27
5;Audi;238;A5;17835;Q 2.0 AT;27
5;Audi;254;RS6;17702;4.2 Quatro Limited;27
5;Audi;254;RS6;17703;Quatro Limited;27
5;Audi;241;A7;18157;3.0 TFSI Stronic Quatro Elegance;27
5;Audi;7156;TTS;18387;Otra Versión;27
5;Audi;7156;TTS;18388;2.0;27
5;Audi;258;S6;19257;Avant 5.2 FSI Quattro Tiptronic;27
5;Audi;258;S6;19261;4.0 TFSI;27
5;Audi;7425;A3 Sportback;19264;2.0 TFSI ;27
5;Audi;249;Q5;19268;3.0 TDI Elite Quattro S Tronic;27
5;Audi;241;A7;19273;3.0 TFSI S Tronic Quattro;27
5;Audi;246;Cabrio;19276;1.8 TFSI S tronic Quattro;27
5;Audi;7193;Q3;19289;2.0 Tfsi Quattro S tronic;27
5;Audi;257;S5;19290;3.0 Tfsi quattro;27
5;Audi;262;TT;19291;1.8 TFSI S tronic Quattro;27
5;Audi;7424;TT Roadster;19292;2.0 TFSI Stronic;27
